event_id,user_id,event_timestamp,event_type,content_id,session_id
10046,1268,2024-06-05 20:16:00,onboarding_complete,,6500
10047,2702,2024-06-03 03:44:00,signup,,6321
10048,2023,2024-01-13 20:01:00,return_app,,9380
10049,35,2024-05-11 04:11:00,return_app,,4855
10050,470,2024-02-16 10:18:00,signup,,9321
10051,767,2024-07-24 02:30:00,subscribe,,6780
10052,1240,2024-04-01 14:23:00,return_app,,9064
10053,38,2024-05-13 08:55:00,play_video,222.0,4866
10054,473,2024-05-31 08:23:00,complete_video,67.0,3833
10055,235,2024-06-10 03:05:00,complete_video,327.0,6333
10056,649,2024-06-29 11:24:00,play_video,375.0,8556
10057,744,2024-05-10 13:01:00,signup,,3685
10058,2234,2024-02-04 10:37:00,signup,,8504
10059,2848,2024-07-14 06:46:00,return_app,,4324
10060,989,2024-05-08 03:03:00,return_app,,6697
10061,15,2024-07-04 06:45:00,install,,5026
10062,57,2024-02-17 17:36:00,play_video,20.0,3441
10063,1637,2024-02-21 01:08:00,return_app,,5153
10064,1567,2024-06-05 09:05:00,play_video,286.0,4613
10065,681,2024-07-14 06:04:00,return_app,,4365
10066,2044,2024-02-27 14:51:00,play_video,209.0,3858
10067,2188,2024-06-02 17:44:00,play_video,269.0,630
10068,1634,2024-01-27 21:38:00,play_video,338.0,7235
10069,2431,2024-04-30 16:49:00,install,,9822
10070,1474,2024-04-22 09:35:00,install,,561
10071,2696,2024-04-25 11:50:00,install,,7461
10072,2760,2024-03-08 22:05:00,return_app,,3993
10073,1462,2024-02-16 19:26:00,subscribe,,895
10074,1007,2024-04-04 10:02:00,subscribe,,6826
10075,1204,2024-03-22 17:18:00,play_video,164.0,8832
10076,1832,2024-03-02 12:09:00,install,,6788
10077,2811,2024-03-21 19:05:00,complete_video,98.0,2327
10078,2746,2024-05-14 03:02:00,signup,,5981
10079,2404,2024-06-06 11:42:00,play_video,355.0,1063
10080,2473,2024-07-22 22:19:00,signup,,4551
10081,1348,2024-03-22 19:18:00,return_app,,5423
10082,210,2024-02-10 16:02:00,signup,,7301
10083,176,2024-06-05 00:54:00,install,,8409
10084,1430,2024-06-01 03:42:00,return_app,,9935
10085,820,2024-04-10 17:42:00,play_video,399.0,3013
10086,2956,2024-03-13 10:52:00,install,,3449
10087,2323,2024-06-14 11:37:00,return_app,,1013
10088,2804,2024-03-15 08:30:00,complete_video,88.0,9332
10089,2547,2024-02-25 17:34:00,subscribe,,587
10090,379,2024-04-11 03:50:00,return_app,,2488
10091,2442,2024-02-06 22:47:00,onboarding_complete,,3348
10092,874,2024-02-20 09:10:00,play_video,371.0,8606
10093,314,2024-07-06 11:17:00,return_app,,9978
10094,1433,2024-05-02 19:50:00,signup,,9787
10095,677,2024-07-12 22:23:00,complete_video,98.0,338
10096,246,2024-04-08 13:28:00,complete_video,393.0,1217
10097,1578,2024-04-12 18:09:00,return_app,,2266
10098,1636,2024-01-15 05:48:00,signup,,5691
10099,974,2024-05-29 13:32:00,complete_video,170.0,4235
10100,2251,2024-03-16 23:01:00,play_video,396.0,426
10101,1161,2024-04-24 19:33:00,signup,,4858
10102,569,2024-03-06 15:30:00,return_app,,9849
10103,2970,2024-06-26 19:19:00,signup,,8982
10104,1416,2024-07-07 22:57:00,play_video,13.0,4439
10105,1613,2024-03-13 16:18:00,onboarding_complete,,6042
10106,586,2024-04-23 00:37:00,signup,,1314
10107,1043,2024-03-07 01:06:00,return_app,,7940
10108,2426,2024-05-05 19:37:00,play_video,128.0,4529
10109,2825,2024-05-03 19:57:00,onboarding_complete,,8707
10110,1366,2024-06-03 04:37:00,play_video,100.0,9610
10111,879,2024-05-02 17:24:00,install,,2015
10112,2723,2024-02-21 18:10:00,play_video,20.0,4819
10113,1390,2024-07-17 12:15:00,play_video,154.0,5683
10114,2294,2024-02-11 17:04:00,return_app,,9007
10115,393,2024-06-30 22:58:00,play_video,147.0,2194
10116,2344,2024-01-10 19:50:00,signup,,9335
10117,2582,2024-06-16 05:06:00,onboarding_complete,,4824
10118,588,2024-04-03 22:41:00,return_app,,1190
10119,480,2024-04-17 11:40:00,play_video,260.0,37
10120,2653,2024-01-31 11:49:00,play_video,136.0,4831
10121,2960,2024-01-26 01:16:00,onboarding_complete,,8699
10122,1615,2024-07-28 16:51:00,signup,,8642
10123,120,2024-04-29 09:56:00,play_video,284.0,3602
10124,2325,2024-06-15 19:20:00,play_video,364.0,2954
10125,2591,2024-01-18 06:33:00,play_video,315.0,5750
10126,2408,2024-02-02 07:05:00,play_video,228.0,8066
10127,646,2024-07-14 16:44:00,complete_video,206.0,9128
10128,1123,2024-05-17 00:36:00,play_video,392.0,8903
10129,994,2024-07-28 05:55:00,return_app,,6730
10130,2362,2024-04-12 08:07:00,signup,,5529
10131,2077,2024-04-01 14:31:00,return_app,,564
10132,2559,2024-05-28 00:58:00,signup,,1527
10133,25,2024-06-23 06:51:00,onboarding_complete,,9754
10134,602,2024-07-10 18:54:00,complete_video,396.0,3992
10135,542,2024-05-19 14:37:00,signup,,1154
10136,1747,2024-02-27 04:36:00,return_app,,3733
10137,409,2024-03-07 12:34:00,play_video,199.0,4641
10138,819,2024-02-08 13:13:00,return_app,,4981
10139,2895,2024-04-06 15:15:00,complete_video,56.0,9965
10140,1,2024-05-14 02:46:00,install,,5362
10141,2182,2024-04-22 23:55:00,complete_video,267.0,5192
10142,521,2024-05-10 16:44:00,return_app,,7815
10143,1731,2024-06-07 04:26:00,play_video,284.0,501
10144,2026,2024-05-10 17:02:00,play_video,393.0,9819
10145,1228,2024-01-11 10:15:00,complete_video,342.0,2571
10146,1397,2024-03-26 05:53:00,play_video,309.0,2970
10147,1203,2024-03-08 14:37:00,play_video,227.0,3590
10148,1892,2024-06-28 13:31:00,complete_video,377.0,3711
10149,1472,2024-02-26 20:20:00,return_app,,3080
10150,2213,2024-07-01 11:51:00,onboarding_complete,,2281
10151,1454,2024-03-14 18:06:00,return_app,,4548
10152,2705,2024-04-13 10:01:00,install,,9255
10153,1580,2024-07-07 20:32:00,onboarding_complete,,372
10154,2597,2024-06-01 03:22:00,signup,,2524
10155,2259,2024-04-19 06:12:00,install,,1419
10156,581,2024-05-25 23:29:00,signup,,1822
10157,1297,2024-03-30 12:36:00,install,,1647
10158,2000,2024-02-28 14:19:00,onboarding_complete,,8185
10159,1414,2024-07-01 12:33:00,play_video,170.0,3219
10160,1903,2024-01-16 19:59:00,install,,3741
10161,881,2024-03-22 08:21:00,complete_video,251.0,9992
10162,2885,2024-03-06 16:10:00,install,,725
10163,2052,2024-03-22 01:15:00,play_video,241.0,9747
10164,426,2024-03-18 04:30:00,play_video,304.0,6984
10165,1737,2024-07-09 03:19:00,return_app,,7534
10166,1106,2024-04-20 04:46:00,install,,5868
10167,2724,2024-06-18 10:20:00,play_video,368.0,1898
10168,725,2024-05-23 20:58:00,play_video,242.0,1203
10169,1989,2024-02-06 10:35:00,signup,,3980
10170,169,2024-05-14 23:30:00,install,,9512
10171,2241,2024-03-14 07:40:00,install,,7107
10172,975,2024-01-17 10:11:00,play_video,181.0,2559
10173,2510,2024-03-16 16:29:00,return_app,,7205
10174,1909,2024-05-28 07:20:00,return_app,,1916
10175,2981,2024-03-07 00:00:00,signup,,8942
10176,657,2024-03-27 14:55:00,signup,,7698
10177,2387,2024-03-08 09:07:00,return_app,,2906
10178,2497,2024-04-23 18:34:00,complete_video,62.0,3403
10179,187,2024-06-04 16:24:00,signup,,851
10180,2656,2024-05-24 11:12:00,return_app,,4675
10181,314,2024-06-08 15:59:00,play_video,392.0,2270
10182,2366,2024-01-27 07:51:00,play_video,25.0,7834
10183,1243,2024-03-22 00:53:00,signup,,6871
10184,1616,2024-05-14 14:31:00,return_app,,8648
10185,1287,2024-05-31 06:12:00,onboarding_complete,,2885
10186,1842,2024-05-29 09:46:00,complete_video,149.0,5741
10187,1223,2024-07-08 07:06:00,onboarding_complete,,2367
10188,2688,2024-05-22 20:27:00,signup,,5891
10189,1683,2024-07-08 16:10:00,complete_video,195.0,1913
10190,2693,2024-04-02 08:28:00,install,,9645
10191,1718,2024-02-08 06:47:00,play_video,288.0,8939
10192,2181,2024-06-26 06:09:00,signup,,8038
10193,2640,2024-02-15 18:42:00,onboarding_complete,,484
10194,388,2024-07-09 01:32:00,return_app,,2966
10195,2747,2024-05-19 17:46:00,return_app,,4227
10196,1659,2024-04-14 05:33:00,play_video,273.0,5875
10197,2210,2024-03-19 23:26:00,return_app,,1820
10198,1140,2024-07-14 20:44:00,signup,,931
10199,681,2024-07-08 07:37:00,play_video,182.0,2868
10200,456,2024-03-12 11:34:00,return_app,,2491
10201,875,2024-05-05 20:19:00,play_video,360.0,3193
10202,2765,2024-04-03 20:45:00,return_app,,6626
10203,2337,2024-01-28 22:05:00,return_app,,575
10204,1096,2024-03-03 03:27:00,play_video,367.0,6171
10205,2468,2024-04-09 22:59:00,return_app,,5874
10206,1479,2024-03-31 00:04:00,play_video,79.0,410
10207,1626,2024-06-11 12:07:00,return_app,,8353
10208,1737,2024-07-25 17:08:00,install,,4109
10209,1987,2024-02-18 16:22:00,return_app,,6232
10210,439,2024-05-09 10:12:00,signup,,7424
10211,1300,2024-05-27 21:05:00,signup,,8438
10212,346,2024-02-17 11:55:00,signup,,8672
10213,1118,2024-06-21 17:57:00,play_video,170.0,4215
10214,758,2024-05-02 02:39:00,play_video,117.0,109
10215,746,2024-03-19 21:00:00,play_video,88.0,1349
10216,2940,2024-05-28 10:23:00,signup,,7787
10217,252,2024-03-16 05:45:00,complete_video,21.0,2202
10218,2272,2024-06-28 07:49:00,signup,,1442
10219,1509,2024-05-26 05:31:00,play_video,160.0,5171
10220,1654,2024-04-07 09:27:00,play_video,332.0,5716
10221,1876,2024-04-24 05:33:00,signup,,6110
10222,271,2024-04-20 12:00:00,play_video,136.0,6403
10223,1280,2024-06-05 06:02:00,install,,2831
10224,1568,2024-06-19 11:33:00,install,,8986
10225,1031,2024-05-06 08:27:00,complete_video,4.0,9758
10226,678,2024-05-07 14:42:00,onboarding_complete,,9715
10227,1235,2024-07-02 11:28:00,signup,,7116
10228,1457,2024-01-20 08:46:00,return_app,,8316
10229,156,2024-05-01 12:08:00,signup,,3931
10230,2885,2024-03-09 07:07:00,play_video,50.0,9994
10231,144,2024-01-18 19:17:00,return_app,,8261
10232,2502,2024-07-26 20:08:00,play_video,12.0,577
10233,2742,2024-05-10 10:49:00,play_video,133.0,8783
10234,1668,2024-02-19 21:38:00,onboarding_complete,,5832
10235,613,2024-04-10 09:27:00,play_video,147.0,3864
10236,310,2024-02-02 03:20:00,return_app,,6481
10237,1503,2024-05-27 08:58:00,signup,,9397
10238,2482,2024-06-24 20:06:00,return_app,,4560
10239,974,2024-05-17 18:14:00,play_video,35.0,5998
10240,1,2024-05-21 14:37:00,play_video,91.0,6214
10241,1668,2024-02-23 10:40:00,onboarding_complete,,9213
10242,92,2024-02-15 09:21:00,signup,,3892
10243,2147,2024-07-10 23:25:00,signup,,3664
10244,986,2024-06-11 06:30:00,complete_video,343.0,962
10245,1987,2024-03-02 18:29:00,play_video,279.0,9045
10246,431,2024-06-16 13:13:00,install,,2313
10247,2563,2024-06-27 17:32:00,play_video,192.0,6702
10248,807,2024-05-16 21:00:00,play_video,41.0,4078
10249,1199,2024-06-05 10:24:00,play_video,323.0,4996
10250,1304,2024-01-28 14:53:00,signup,,8935
10251,2308,2024-05-25 11:07:00,install,,3059
10252,1850,2024-02-03 14:53:00,return_app,,1302
10253,1796,2024-01-19 16:31:00,signup,,4038
10254,1475,2024-05-13 13:54:00,play_video,105.0,8382
10255,1219,2024-04-10 02:07:00,play_video,18.0,259
10256,827,2024-05-13 16:19:00,play_video,320.0,7933
10257,2641,2024-07-27 10:35:00,play_video,365.0,3333
10258,1791,2024-06-09 13:01:00,play_video,267.0,1558
10259,1717,2024-07-13 06:12:00,play_video,13.0,5402
10260,1508,2024-07-07 10:20:00,install,,8009
10261,422,2024-05-07 06:41:00,install,,5560
10262,2342,2024-06-11 08:20:00,play_video,292.0,1146
10263,384,2024-02-27 01:38:00,play_video,194.0,8811
10264,1020,2024-04-03 22:24:00,signup,,206
10265,639,2024-07-09 06:25:00,complete_video,249.0,3177
10266,1712,2024-05-29 00:03:00,complete_video,395.0,9429
10267,2781,2024-02-21 06:59:00,signup,,5545
10268,1021,2024-07-10 22:16:00,return_app,,7748
10269,553,2024-06-28 19:57:00,return_app,,6370
10270,2770,2024-04-12 08:44:00,signup,,9481
10271,2219,2024-05-14 15:47:00,signup,,5841
10272,2289,2024-02-13 15:03:00,install,,4697
10273,2068,2024-05-01 20:10:00,play_video,141.0,4783
10274,2098,2024-04-21 02:37:00,onboarding_complete,,4487
10275,1079,2024-02-23 03:30:00,signup,,6018
10276,270,2024-05-20 01:52:00,onboarding_complete,,8567
10277,1647,2024-07-17 06:24:00,play_video,116.0,5294
10278,318,2024-01-25 08:07:00,play_video,211.0,1751
10279,2601,2024-06-28 17:58:00,return_app,,4743
10280,1742,2024-02-23 22:25:00,signup,,3825
10281,1692,2024-02-22 10:29:00,signup,,2362
10282,1967,2024-04-03 23:24:00,play_video,274.0,4633
10283,394,2024-06-24 15:31:00,return_app,,2749
10284,2101,2024-01-04 14:08:00,play_video,27.0,1210
10285,1165,2024-07-11 22:56:00,return_app,,9273
10286,450,2024-04-13 08:13:00,install,,3540
10287,433,2024-06-06 05:59:00,play_video,340.0,1538
10288,1974,2024-07-16 23:43:00,play_video,302.0,183
10289,1534,2024-02-07 01:34:00,return_app,,5812
10290,2145,2024-03-07 18:56:00,return_app,,7978
10291,2061,2024-01-28 03:24:00,play_video,155.0,4008
10292,763,2024-04-08 06:16:00,install,,4679
10293,2935,2024-05-19 13:43:00,return_app,,4977
10294,2117,2024-07-25 12:03:00,signup,,6835
10295,2101,2024-02-13 09:27:00,complete_video,261.0,1398
10296,2079,2024-04-29 23:36:00,play_video,5.0,691
10297,2828,2024-05-31 03:16:00,play_video,264.0,226
10298,471,2024-07-10 19:29:00,onboarding_complete,,41
10299,2668,2024-05-12 14:03:00,signup,,6063
10300,459,2024-05-23 14:38:00,return_app,,8981
10301,2563,2024-07-29 16:07:00,return_app,,1451
10302,1278,2024-07-01 22:27:00,subscribe,,8522
10303,2536,2024-06-18 13:01:00,play_video,20.0,9212
10304,1446,2024-04-26 05:50:00,return_app,,3822
10305,434,2024-05-09 06:27:00,play_video,108.0,689
10306,2113,2024-02-14 22:22:00,onboarding_complete,,2252
10307,2302,2024-03-03 05:15:00,play_video,195.0,5663
10308,955,2024-01-28 05:41:00,install,,4749
10309,2489,2024-04-22 11:30:00,play_video,27.0,9466
10310,2791,2024-03-11 18:20:00,return_app,,2240
10311,698,2024-02-26 10:26:00,complete_video,67.0,2074
10312,1774,2024-02-27 09:41:00,complete_video,344.0,7690
10313,2832,2024-04-15 14:46:00,return_app,,5788
10314,2690,2024-03-15 02:53:00,signup,,3904
10315,449,2024-04-11 23:49:00,play_video,204.0,782
10316,172,2024-03-23 17:09:00,complete_video,236.0,433
10317,1040,2024-05-25 10:25:00,signup,,1860
10318,1351,2024-02-07 17:19:00,install,,549
10319,965,2024-02-08 14:46:00,install,,3513
10320,2401,2024-07-12 19:42:00,install,,3190
10321,1593,2024-04-25 19:41:00,play_video,330.0,6467
10322,1522,2024-05-31 06:52:00,play_video,316.0,8143
10323,568,2024-06-24 14:10:00,play_video,91.0,1941
10324,2247,2024-03-09 23:28:00,play_video,142.0,3946
10325,2179,2024-07-26 00:13:00,signup,,6311
10326,385,2024-06-14 22:47:00,return_app,,742
10327,1776,2024-06-29 22:18:00,subscribe,,558
10328,1543,2024-05-10 17:13:00,play_video,344.0,858
10329,239,2024-06-08 06:10:00,play_video,16.0,4066
10330,62,2024-03-10 09:37:00,install,,3507
10331,292,2024-05-30 11:14:00,install,,241
10332,1349,2024-04-26 22:14:00,play_video,129.0,9145
10333,1673,2024-08-03 20:51:00,play_video,330.0,3301
10334,742,2024-03-13 22:39:00,return_app,,1077
10335,335,2024-03-16 03:46:00,install,,6437
10336,443,2024-03-30 04:50:00,return_app,,3854
10337,766,2024-04-24 13:48:00,return_app,,3068
10338,2926,2024-04-24 22:07:00,complete_video,324.0,4333
10339,1853,2024-03-20 12:47:00,install,,399
10340,2659,2024-03-20 01:06:00,play_video,122.0,8070
10341,16,2024-06-04 19:02:00,play_video,41.0,8570
10342,1079,2024-02-05 11:27:00,play_video,356.0,5916
10343,2226,2024-05-29 23:45:00,return_app,,9851
10344,437,2024-01-05 22:26:00,return_app,,6215
10345,54,2024-05-12 06:04:00,install,,80
10346,2524,2024-04-18 02:03:00,install,,5610
10347,2762,2024-03-09 13:56:00,complete_video,256.0,286
10348,1577,2024-02-24 17:19:00,return_app,,228
10349,1977,2024-02-25 22:02:00,play_video,393.0,9943
10350,2346,2024-06-02 14:00:00,signup,,4574
10351,1209,2024-01-21 15:15:00,play_video,99.0,1668
10352,2675,2024-06-23 17:28:00,play_video,284.0,6540
10353,1432,2024-06-23 23:55:00,return_app,,6678
10354,1941,2024-03-08 23:49:00,signup,,8784
10355,366,2024-01-17 02:31:00,return_app,,3622
10356,490,2024-02-23 06:18:00,play_video,96.0,602
10357,612,2024-03-15 07:50:00,signup,,4262
10358,2928,2024-05-31 09:27:00,play_video,186.0,4460
10359,2973,2024-03-17 18:39:00,return_app,,2082
10360,405,2024-01-27 00:12:00,play_video,186.0,2076
10361,106,2024-02-08 05:15:00,return_app,,1257
10362,196,2024-03-09 12:34:00,complete_video,31.0,5858
10363,41,2024-02-22 01:03:00,play_video,170.0,2860
10364,2463,2024-04-19 04:05:00,install,,364
10365,1260,2024-03-06 05:19:00,onboarding_complete,,8692
10366,2471,2024-04-01 12:50:00,play_video,281.0,5843
10367,1258,2024-06-17 14:35:00,onboarding_complete,,6675
10368,1336,2024-07-22 21:37:00,complete_video,344.0,5840
10369,2130,2024-05-20 05:47:00,return_app,,1805
10370,1988,2024-02-09 09:48:00,complete_video,83.0,24
10371,353,2024-02-01 16:40:00,signup,,771
10372,1054,2024-02-21 10:25:00,complete_video,322.0,1748
10373,1051,2024-06-20 22:27:00,onboarding_complete,,19
10374,2576,2024-07-22 08:57:00,complete_video,146.0,1903
10375,542,2024-04-28 08:08:00,play_video,48.0,1207
10376,165,2024-01-31 19:52:00,return_app,,1212
10377,1482,2024-01-11 00:55:00,install,,2420
10378,1951,2024-01-27 07:40:00,return_app,,409
10379,363,2024-02-21 09:20:00,return_app,,4419
10380,758,2024-05-21 18:45:00,install,,7892
10381,448,2024-02-27 01:03:00,return_app,,7123
10382,1684,2024-02-28 15:49:00,onboarding_complete,,7506
10383,475,2024-01-06 06:22:00,play_video,301.0,8116
10384,2708,2024-06-27 03:52:00,play_video,186.0,1747
10385,515,2024-04-05 03:50:00,onboarding_complete,,5008
10386,2253,2024-06-15 05:43:00,return_app,,29
10387,2153,2024-07-08 22:37:00,signup,,5812
10388,102,2024-02-06 00:23:00,play_video,137.0,490
10389,67,2024-03-01 22:14:00,play_video,328.0,9566
10390,628,2024-03-02 20:55:00,onboarding_complete,,678
10391,1716,2024-05-11 00:33:00,complete_video,395.0,555
10392,803,2024-06-04 04:26:00,complete_video,346.0,2006
10393,2745,2024-06-29 22:24:00,play_video,180.0,4310
10394,2486,2024-02-08 07:27:00,play_video,357.0,3872
10395,1147,2024-05-26 16:29:00,complete_video,82.0,1644
10396,2800,2024-03-17 02:10:00,play_video,243.0,5426
10397,1183,2024-05-30 01:59:00,signup,,6140
10398,2504,2024-06-03 19:57:00,return_app,,5967
10399,1050,2024-03-15 01:49:00,signup,,6241
10400,394,2024-06-20 10:58:00,install,,9751
10401,2878,2024-02-28 10:45:00,return_app,,6569
10402,1885,2024-02-11 03:42:00,return_app,,3540
10403,2867,2024-04-23 17:26:00,return_app,,2118
10404,2629,2024-03-04 09:11:00,complete_video,227.0,4554
10405,2231,2024-03-28 19:46:00,install,,2560
10406,1977,2024-03-18 21:27:00,return_app,,4142
10407,593,2024-07-14 23:32:00,play_video,175.0,9643
10408,655,2024-06-10 20:15:00,play_video,83.0,3039
10409,2735,2024-06-29 06:03:00,onboarding_complete,,50
10410,215,2024-06-24 10:36:00,signup,,8697
10411,1592,2024-04-05 00:24:00,signup,,2853
10412,468,2024-03-22 07:52:00,install,,5560
10413,2774,2024-01-04 23:37:00,subscribe,,5910
10414,1510,2024-02-16 12:21:00,play_video,56.0,3527
10415,1402,2024-03-12 12:51:00,install,,1415
10416,1376,2024-04-18 07:45:00,play_video,63.0,2750
10417,555,2024-06-13 10:25:00,return_app,,4404
10418,1829,2024-04-18 03:13:00,complete_video,42.0,3456
10419,1783,2024-04-01 14:07:00,complete_video,32.0,2982
10420,679,2024-05-15 21:45:00,play_video,169.0,7015
10421,2441,2024-04-16 16:31:00,complete_video,391.0,7116
10422,2967,2024-06-15 10:56:00,install,,1100
10423,982,2024-04-18 16:04:00,return_app,,4645
10424,1671,2024-02-25 01:32:00,play_video,60.0,4998
10425,2428,2024-07-20 01:10:00,signup,,9992
10426,2447,2024-04-18 12:54:00,signup,,4009
10427,1977,2024-03-24 15:02:00,return_app,,6471
10428,1458,2024-05-06 14:05:00,install,,3794
10429,2442,2024-01-10 00:34:00,return_app,,951
10430,412,2024-07-20 09:05:00,signup,,7100
10431,131,2024-03-16 21:30:00,play_video,160.0,6161
10432,1419,2024-03-24 05:23:00,return_app,,2531
10433,1910,2024-02-22 06:39:00,install,,9049
10434,796,2024-03-19 05:21:00,return_app,,4502
10435,1397,2024-03-01 06:53:00,play_video,65.0,4317
10436,2195,2024-05-26 13:38:00,onboarding_complete,,5630
10437,1321,2024-07-16 05:48:00,signup,,5107
10438,2129,2024-06-02 13:57:00,return_app,,740
10439,510,2024-04-13 04:01:00,install,,8947
10440,1463,2024-07-09 20:06:00,complete_video,346.0,3003
10441,105,2024-02-16 19:04:00,play_video,239.0,7755
10442,1479,2024-03-28 12:21:00,signup,,6566
10443,1501,2024-06-05 20:00:00,install,,8882
10444,1372,2024-06-29 12:57:00,install,,1661
10445,1823,2024-07-05 23:29:00,onboarding_complete,,5038
10446,2788,2024-04-29 20:00:00,return_app,,8026
10447,92,2024-01-11 06:12:00,complete_video,169.0,3331
10448,2623,2024-06-26 08:35:00,install,,7380
10449,488,2024-07-06 09:53:00,return_app,,8743
10450,1945,2024-07-15 00:46:00,play_video,68.0,2105
10451,1494,2024-06-07 20:06:00,play_video,248.0,1138
10452,1402,2024-03-28 00:43:00,onboarding_complete,,5046
10453,1147,2024-06-26 23:14:00,onboarding_complete,,2550
10454,1299,2024-05-30 20:27:00,play_video,141.0,3609
10455,1121,2024-04-14 06:47:00,complete_video,110.0,1817
10456,1106,2024-04-06 04:26:00,signup,,6050
10457,1922,2024-04-14 05:17:00,complete_video,271.0,728
10458,2876,2024-03-31 00:03:00,install,,4878
10459,2897,2024-01-10 08:39:00,return_app,,2653
10460,592,2024-06-29 18:30:00,play_video,152.0,7263
10461,2726,2024-04-13 00:35:00,play_video,321.0,5210
10462,529,2024-05-09 01:07:00,return_app,,9499
10463,1758,2024-06-01 15:04:00,onboarding_complete,,1376
10464,716,2024-07-07 17:52:00,install,,8449
10465,2445,2024-03-08 09:24:00,onboarding_complete,,7117
10466,2207,2024-06-27 14:20:00,subscribe,,7581
10467,2038,2024-06-10 01:51:00,complete_video,25.0,9153
10468,1820,2024-01-15 18:43:00,play_video,149.0,7774
10469,1172,2024-06-07 13:17:00,return_app,,8117
10470,633,2024-05-31 18:39:00,onboarding_complete,,1349
10471,2248,2024-01-23 05:34:00,install,,179
10472,1912,2024-02-25 04:11:00,return_app,,4513
10473,2658,2024-06-05 05:39:00,signup,,3990
10474,2755,2024-03-06 03:27:00,return_app,,8454
10475,1495,2024-03-30 23:39:00,install,,2820
10476,447,2024-03-18 09:27:00,install,,6623
10477,2617,2024-07-08 15:46:00,return_app,,7078
10478,2327,2024-07-13 22:30:00,signup,,5817
10479,85,2024-02-15 21:24:00,install,,8603
10480,509,2024-02-23 19:31:00,play_video,57.0,4880
10481,1394,2024-01-26 12:10:00,install,,707
10482,2718,2024-01-15 06:42:00,play_video,275.0,3108
10483,624,2024-05-20 12:20:00,signup,,5606
10484,766,2024-05-05 18:02:00,play_video,298.0,7210
10485,1011,2024-04-14 02:55:00,signup,,9513
10486,2472,2024-05-11 09:03:00,return_app,,5148
10487,209,2024-02-28 18:01:00,install,,2895
10488,1382,2024-04-21 07:26:00,install,,1747
10489,2562,2024-03-13 18:37:00,play_video,295.0,9233
10490,1263,2024-03-24 07:43:00,return_app,,3203
10491,298,2024-05-27 03:17:00,onboarding_complete,,2664
10492,2316,2024-06-03 07:47:00,return_app,,3559
10493,914,2024-01-12 16:24:00,install,,1005
10494,1310,2024-05-10 09:02:00,return_app,,5818
10495,968,2024-07-09 17:46:00,play_video,185.0,8095
10496,2075,2024-04-28 08:15:00,return_app,,7305
10497,2310,2024-06-18 01:10:00,play_video,10.0,9326
10498,1457,2024-01-05 01:02:00,return_app,,1810
10499,267,2024-05-06 18:17:00,install,,7477
10500,54,2024-04-23 12:08:00,play_video,395.0,4608
10501,801,2024-04-18 10:44:00,play_video,174.0,6349
10502,55,2024-05-05 10:50:00,play_video,307.0,7449
10503,1641,2024-05-16 00:22:00,return_app,,7148
10504,428,2024-04-28 22:36:00,install,,7113
10505,2574,2024-02-04 17:01:00,play_video,378.0,4385
10506,632,2024-01-06 11:01:00,complete_video,31.0,2996
10507,225,2024-05-27 07:46:00,install,,4180
10508,1592,2024-04-26 05:47:00,signup,,3646
10509,1655,2024-02-12 00:30:00,play_video,271.0,2015
10510,2577,2024-05-31 12:11:00,signup,,7526
10511,1243,2024-04-01 00:16:00,complete_video,149.0,5477
10512,2102,2024-04-22 09:36:00,onboarding_complete,,3185
10513,427,2024-04-12 03:29:00,return_app,,8703
10514,441,2024-05-23 19:53:00,return_app,,6123
10515,2770,2024-03-13 10:11:00,onboarding_complete,,5210
10516,790,2024-04-01 04:39:00,return_app,,828
10517,565,2024-05-28 19:39:00,return_app,,4430
10518,491,2024-06-24 08:30:00,return_app,,5480
10519,2675,2024-06-25 01:20:00,play_video,269.0,3503
10520,2171,2024-06-26 21:59:00,onboarding_complete,,9402
10521,2636,2024-04-21 00:10:00,play_video,336.0,3874
10522,390,2024-03-25 05:35:00,return_app,,8175
10523,1703,2024-03-02 04:47:00,play_video,262.0,5068
10524,226,2024-07-07 02:28:00,play_video,29.0,9173
10525,2663,2024-01-22 04:30:00,play_video,123.0,7522
10526,725,2024-05-16 14:15:00,signup,,5408
10527,840,2024-02-26 16:14:00,play_video,309.0,8577
10528,1849,2024-03-30 22:57:00,signup,,7198
10529,263,2024-06-13 13:11:00,onboarding_complete,,5086
10530,1067,2024-01-28 07:21:00,play_video,129.0,5639
10531,1562,2024-01-11 23:06:00,return_app,,9473
10532,1599,2024-04-10 03:26:00,play_video,313.0,5237
10533,1942,2024-06-26 01:21:00,onboarding_complete,,1779
10534,174,2024-03-02 21:32:00,play_video,83.0,1808
10535,1534,2024-02-13 14:45:00,install,,7905
10536,2282,2024-04-04 03:10:00,signup,,2739
10537,292,2024-06-14 09:02:00,play_video,94.0,2436
10538,2828,2024-06-13 12:08:00,install,,9363
10539,2744,2024-06-28 02:16:00,signup,,1136
10540,1711,2024-02-10 18:16:00,install,,7285
10541,2359,2024-07-15 14:22:00,signup,,8096
10542,2054,2024-04-15 03:10:00,play_video,18.0,159
10543,1680,2024-05-10 13:43:00,signup,,8422
10544,1530,2024-03-15 06:21:00,onboarding_complete,,1681
10545,2207,2024-07-05 00:47:00,return_app,,6825
10546,2343,2024-03-31 19:48:00,return_app,,1824
10547,2329,2024-02-16 13:08:00,play_video,359.0,9205
10548,1253,2024-04-26 12:53:00,onboarding_complete,,5212
