user_id,signup_datetime,country,device_type,acquisition_channel,experiment_variant,initial_plan
574,2024-05-23,BR,web,organic,B,trial
575,2024-02-26,MA,tablet,social,B,trial
576,2024-02-08,ES,web,organic,B,trial
577,2024-04-18,US,web,paid_ads,B,premium_trial
578,2024-02-11,AU,web,email,A,free
579,2024-06-15,FR,mobile,referral,A,free
580,2024-05-21,US,web,social,A,trial
581,2024-05-01,TR,web,email,B,free
582,2024-05-12,CA,mobile,email,A,premium_trial
583,2024-06-11,DE,tablet,paid_ads,A,free
584,2024-03-15,ID,tablet,organic,B,free
585,2024-05-25,BR,web,paid_ads,B,premium_trial
586,2024-03-16,BR,mobile,organic,B,trial
587,2024-01-09,EG,tablet,organic,A,trial
588,2024-03-14,UK,web,email,B,free
589,2024-05-24,EG,web,organic,A,premium_trial
590,2024-01-07,TR,mobile,social,A,trial
591,2024-06-22,FR,web,social,A,trial
592,2024-05-20,IN,tablet,social,A,trial
593,2024-06-16,EG,mobile,email,A,free
594,2024-06-18,ID,tablet,paid_ads,B,premium_trial
595,2024-05-16,ES,tablet,referral,A,free
596,2024-06-26,EG,tablet,organic,B,trial
597,2024-01-27,ZA,web,referral,A,premium_trial
598,2024-05-01,EG,web,paid_ads,A,free
599,2024-01-05,IN,tablet,paid_ads,B,trial
600,2024-01-29,UK,tablet,email,A,trial
601,2024-06-13,CA,mobile,social,A,free
602,2024-06-14,ES,mobile,social,B,trial
603,2024-03-23,EG,web,paid_ads,B,trial
604,2024-05-15,TR,web,email,A,premium_trial
605,2024-04-18,AU,mobile,email,A,trial
606,2024-03-05,DE,tablet,organic,A,free
607,2024-03-26,ID,web,social,B,premium_trial
608,2024-05-24,IN,tablet,paid_ads,A,free
609,2024-03-11,DE,mobile,referral,B,trial
610,2024-02-14,IN,web,social,B,premium_trial
611,2024-05-11,TR,web,organic,A,premium_trial
612,2024-02-05,DE,mobile,email,B,premium_trial
613,2024-03-10,IN,web,paid_ads,A,premium_trial
614,2024-06-07,MA,mobile,social,A,free
615,2024-01-19,DE,web,referral,B,trial
616,2024-04-17,UK,mobile,organic,B,trial
617,2024-06-15,IT,web,organic,B,premium_trial
618,2024-03-31,ES,tablet,social,B,trial
619,2024-03-30,FR,tablet,referral,B,free
620,2024-01-19,CA,tablet,organic,B,trial
621,2024-02-08,MA,web,paid_ads,A,free
622,2024-05-05,MX,web,organic,A,free
623,2024-06-21,US,tablet,referral,A,trial
624,2024-05-20,TR,tablet,email,B,free
625,2024-05-05,TR,mobile,email,B,free
626,2024-02-27,EG,mobile,social,B,free
627,2024-05-27,AU,mobile,referral,A,free
628,2024-03-01,ID,tablet,organic,A,premium_trial
629,2024-05-06,FR,tablet,organic,B,trial
630,2024-04-14,US,tablet,email,B,premium_trial
631,2024-06-15,TR,mobile,email,B,free
632,2024-01-01,ZA,web,paid_ads,B,trial
633,2024-05-10,ZA,tablet,email,A,free
634,2024-04-01,ES,web,paid_ads,A,trial
635,2024-04-22,FR,web,organic,A,premium_trial
636,2024-06-01,DE,web,paid_ads,B,trial
637,2024-02-25,DE,mobile,paid_ads,A,free
638,2024-06-09,MX,web,social,B,trial
639,2024-06-14,US,tablet,email,B,trial
640,2024-04-26,TR,mobile,paid_ads,B,premium_trial
641,2024-05-13,CA,tablet,organic,A,free
642,2024-02-27,TR,tablet,referral,A,trial
643,2024-02-13,ES,mobile,paid_ads,B,premium_trial
644,2024-06-21,DE,tablet,email,A,trial
645,2024-06-08,EG,tablet,social,B,free
646,2024-06-21,IT,mobile,organic,B,trial
647,2024-03-01,UK,tablet,social,B,trial
648,2024-02-16,UK,web,referral,A,trial
649,2024-05-28,IN,tablet,paid_ads,A,trial
650,2024-03-20,CA,web,paid_ads,B,free
651,2024-04-27,ZA,tablet,email,A,premium_trial
652,2024-06-12,TR,mobile,paid_ads,A,premium_trial
653,2024-05-26,UK,mobile,organic,A,trial
654,2024-01-20,IN,tablet,referral,A,free
655,2024-05-25,US,mobile,social,B,free
656,2024-02-16,DE,tablet,referral,A,free
657,2024-02-18,ID,mobile,paid_ads,B,free
658,2024-01-14,AU,web,social,B,free
659,2024-05-22,MA,tablet,email,A,free
660,2024-06-07,DE,web,referral,B,trial
661,2024-01-01,MA,web,social,B,premium_trial
662,2024-04-26,EG,tablet,social,A,premium_trial
663,2024-02-23,IT,web,social,B,trial
664,2024-04-27,FR,tablet,organic,B,premium_trial
665,2024-01-03,UK,web,referral,A,free
666,2024-05-23,US,tablet,social,A,free
667,2024-01-12,MA,tablet,referral,A,premium_trial
668,2024-03-14,AU,mobile,social,A,free
669,2024-01-16,BR,tablet,email,A,free
670,2024-04-11,TR,tablet,email,B,premium_trial
671,2024-05-31,UK,web,email,B,trial
672,2024-06-04,TR,tablet,paid_ads,A,premium_trial
673,2024-04-26,AU,mobile,social,A,premium_trial
674,2024-01-08,CA,web,paid_ads,B,premium_trial
675,2024-05-01,EG,web,referral,A,premium_trial
676,2024-04-01,FR,mobile,paid_ads,A,trial
677,2024-06-12,UK,web,referral,B,trial
678,2024-03-30,TR,web,referral,B,free
679,2024-05-15,US,web,referral,B,free
680,2024-02-29,UK,web,paid_ads,A,premium_trial
681,2024-06-26,MA,mobile,social,B,free
682,2024-01-28,CA,mobile,paid_ads,A,trial
683,2024-04-10,BR,web,social,B,free
684,2024-02-10,ES,web,social,A,free
685,2024-06-03,MX,mobile,referral,A,free
686,2024-05-24,BR,mobile,paid_ads,A,premium_trial
687,2024-06-09,IN,mobile,social,B,free
688,2024-06-05,UK,web,email,B,trial
689,2024-05-20,DE,web,social,B,trial
690,2024-02-15,IT,tablet,email,A,trial
691,2024-02-04,DE,mobile,paid_ads,B,trial
692,2024-05-13,BR,web,paid_ads,B,free
693,2024-03-22,MA,mobile,paid_ads,A,premium_trial
694,2024-04-24,DE,web,social,A,trial
695,2024-02-16,US,mobile,organic,B,trial
696,2024-06-01,DE,web,social,B,premium_trial
697,2024-01-10,FR,tablet,social,B,premium_trial
698,2024-02-25,ES,tablet,referral,A,trial
699,2024-01-30,UK,mobile,referral,B,trial
700,2024-04-18,AU,web,social,A,premium_trial
701,2024-01-05,ZA,web,email,A,trial
702,2024-04-28,EG,mobile,referral,B,trial
703,2024-02-02,DE,web,social,B,free
704,2024-04-27,CA,mobile,organic,A,premium_trial
705,2024-03-05,EG,web,email,A,free
706,2024-05-25,ES,mobile,paid_ads,B,free
707,2024-06-25,TR,web,social,B,premium_trial
708,2024-01-11,AU,mobile,social,B,free
709,2024-03-25,MA,web,email,A,trial
710,2024-01-26,ES,tablet,referral,A,free
711,2024-03-03,DE,web,referral,B,premium_trial
712,2024-03-26,ES,mobile,referral,A,trial
713,2024-02-28,EG,tablet,paid_ads,A,trial
714,2024-01-27,IT,web,email,B,trial
715,2024-06-25,MA,tablet,email,A,trial
716,2024-06-09,DE,web,referral,B,free
717,2024-04-07,US,tablet,referral,B,free
718,2024-04-14,BR,mobile,organic,A,trial
719,2024-04-08,FR,web,organic,A,premium_trial
720,2024-05-08,MX,web,social,B,trial
721,2024-05-28,ID,mobile,social,A,free
722,2024-02-24,IN,tablet,email,B,trial
723,2024-01-06,MA,mobile,email,A,free
724,2024-04-04,ES,mobile,paid_ads,A,trial
725,2024-05-12,US,tablet,paid_ads,A,premium_trial
726,2024-04-11,UK,mobile,organic,B,trial
727,2024-01-03,UK,web,social,A,premium_trial
728,2024-01-23,IN,web,organic,B,premium_trial
729,2024-02-22,ZA,web,organic,B,trial
730,2024-06-13,MA,mobile,social,B,premium_trial
731,2024-03-23,MA,web,paid_ads,A,premium_trial
732,2024-05-24,FR,web,social,B,free
733,2024-03-25,ZA,web,referral,B,free
734,2024-03-18,ES,web,referral,A,premium_trial
735,2024-04-19,AU,web,referral,B,trial
736,2024-01-01,IT,web,email,B,premium_trial
737,2024-02-20,IN,mobile,paid_ads,A,trial
738,2024-06-21,FR,web,paid_ads,B,free
739,2024-01-04,ES,web,email,A,trial
740,2024-04-22,EG,tablet,organic,B,premium_trial
741,2024-02-01,US,mobile,referral,B,premium_trial
742,2024-02-03,ID,mobile,referral,A,premium_trial
743,2024-04-01,BR,mobile,organic,B,premium_trial
744,2024-04-04,IT,mobile,social,B,premium_trial
745,2024-03-12,AU,web,social,B,trial
746,2024-02-08,EG,web,paid_ads,A,premium_trial
747,2024-06-02,EG,tablet,email,A,free
748,2024-06-10,ZA,tablet,paid_ads,A,premium_trial
749,2024-04-27,MX,mobile,social,A,trial
750,2024-01-03,UK,tablet,organic,A,premium_trial
751,2024-05-02,CA,tablet,paid_ads,B,premium_trial
752,2024-02-19,US,mobile,referral,A,trial
753,2024-01-12,UK,mobile,referral,A,premium_trial
754,2024-02-23,DE,tablet,organic,A,trial
755,2024-05-12,ID,web,social,B,premium_trial
756,2024-02-26,EG,tablet,referral,B,free
757,2024-05-24,CA,tablet,referral,A,premium_trial
758,2024-04-21,MA,web,email,B,trial
759,2024-02-16,UK,web,paid_ads,B,free
760,2024-05-30,AU,mobile,social,B,trial
761,2024-03-25,AU,mobile,paid_ads,B,premium_trial
762,2024-05-21,AU,tablet,social,A,free
763,2024-03-06,FR,web,referral,A,trial
764,2024-03-15,IT,mobile,email,B,free
765,2024-06-27,TR,tablet,paid_ads,B,free
766,2024-04-12,UK,web,referral,B,trial
767,2024-06-14,ZA,tablet,social,B,free
768,2024-02-07,AU,mobile,paid_ads,A,trial
769,2024-02-19,MX,mobile,paid_ads,B,free
770,2024-04-07,BR,web,referral,A,free
771,2024-03-22,FR,tablet,paid_ads,B,free
772,2024-01-30,TR,web,email,A,premium_trial
773,2024-03-19,US,mobile,email,B,premium_trial
774,2024-03-31,US,mobile,referral,A,trial
775,2024-06-27,US,tablet,social,A,free
776,2024-02-21,US,tablet,referral,A,trial
777,2024-06-14,ZA,tablet,email,B,premium_trial
778,2024-03-19,BR,web,organic,A,premium_trial
779,2024-01-30,UK,tablet,organic,B,premium_trial
780,2024-04-15,AU,tablet,paid_ads,A,premium_trial
781,2024-02-20,ES,mobile,paid_ads,A,trial
782,2024-03-21,UK,mobile,organic,B,free
783,2024-05-12,EG,tablet,email,A,trial
784,2024-01-29,DE,tablet,paid_ads,B,free
785,2024-05-11,TR,mobile,referral,B,premium_trial
786,2024-05-17,AU,tablet,referral,B,free
787,2024-05-24,ID,web,email,B,premium_trial
788,2024-03-14,TR,web,paid_ads,A,trial
789,2024-01-17,AU,web,referral,A,free
790,2024-03-24,IT,tablet,paid_ads,B,trial
791,2024-03-09,ZA,mobile,paid_ads,A,premium_trial
792,2024-02-03,CA,tablet,referral,A,trial
793,2024-01-06,ZA,tablet,organic,B,premium_trial
794,2024-02-22,ES,mobile,referral,A,premium_trial
795,2024-05-05,TR,mobile,email,B,premium_trial
796,2024-02-12,ES,mobile,social,A,trial
797,2024-04-24,EG,web,referral,A,trial
798,2024-04-20,UK,tablet,paid_ads,B,free
799,2024-05-30,ES,mobile,paid_ads,A,free
800,2024-03-20,IN,tablet,referral,A,trial
801,2024-04-04,IN,web,social,B,trial
802,2024-04-27,ZA,web,referral,A,trial
803,2024-05-23,ID,mobile,social,B,trial
804,2024-01-08,DE,mobile,social,A,premium_trial
805,2024-05-11,ZA,tablet,email,B,premium_trial
806,2024-04-13,MA,mobile,paid_ads,B,premium_trial
807,2024-05-11,CA,tablet,paid_ads,B,trial
808,2024-01-25,MX,mobile,social,B,premium_trial
809,2024-04-05,BR,tablet,paid_ads,B,premium_trial
810,2024-06-03,UK,tablet,organic,A,free
811,2024-04-02,BR,tablet,social,A,free
812,2024-06-08,ID,tablet,paid_ads,B,premium_trial
813,2024-06-26,MX,web,organic,A,premium_trial
814,2024-03-01,ID,tablet,email,B,premium_trial
815,2024-05-01,AU,mobile,paid_ads,A,trial
816,2024-02-20,UK,web,organic,A,free
817,2024-05-26,UK,web,referral,B,free
818,2024-01-21,CA,tablet,referral,B,free
819,2024-01-05,BR,web,organic,A,premium_trial
820,2024-04-01,IN,tablet,social,A,trial
821,2024-06-18,US,mobile,social,B,free
822,2024-03-01,BR,tablet,paid_ads,A,free
823,2024-01-22,IT,web,referral,A,trial
824,2024-05-28,ID,mobile,social,B,premium_trial
825,2024-03-10,IT,tablet,social,A,premium_trial
826,2024-01-01,UK,mobile,referral,B,free
827,2024-05-12,US,mobile,email,B,free
828,2024-01-12,FR,web,social,B,trial
829,2024-03-30,MX,mobile,organic,A,free
830,2024-02-15,DE,web,paid_ads,A,trial
831,2024-02-03,US,mobile,social,B,free
832,2024-06-25,AU,tablet,social,B,free
833,2024-03-18,DE,mobile,email,A,free
834,2024-02-14,TR,tablet,organic,A,premium_trial
835,2024-06-03,BR,tablet,paid_ads,A,trial
836,2024-03-13,BR,mobile,social,B,trial
837,2024-01-26,DE,tablet,paid_ads,B,premium_trial
838,2024-02-16,MA,mobile,referral,A,premium_trial
839,2024-04-30,ZA,mobile,social,A,premium_trial
840,2024-02-25,MX,tablet,social,A,trial
841,2024-04-03,AU,tablet,referral,B,free
842,2024-04-16,US,web,email,B,premium_trial
843,2024-03-03,FR,tablet,social,A,premium_trial
844,2024-02-17,UK,web,paid_ads,A,premium_trial
845,2024-03-01,CA,tablet,organic,B,free
846,2024-03-21,AU,mobile,paid_ads,B,free
847,2024-01-26,BR,tablet,email,A,premium_trial
848,2024-02-05,IT,mobile,organic,A,free
849,2024-01-01,MX,mobile,paid_ads,A,premium_trial
850,2024-01-08,CA,mobile,paid_ads,B,free
851,2024-04-22,ID,web,referral,A,trial
852,2024-04-08,ID,tablet,email,B,trial
853,2024-06-28,ZA,mobile,referral,B,free
854,2024-02-16,FR,mobile,organic,A,trial
855,2024-05-06,ID,web,referral,A,trial
856,2024-02-25,AU,tablet,email,B,trial
857,2024-01-14,ES,tablet,social,A,premium_trial
858,2024-01-28,EG,web,social,B,free
859,2024-03-18,UK,web,organic,A,free
860,2024-05-09,BR,tablet,social,A,free
861,2024-04-18,UK,web,referral,A,trial
862,2024-06-02,ID,tablet,organic,A,premium_trial
863,2024-01-14,MA,tablet,email,B,free
864,2024-02-25,TR,mobile,organic,B,trial
865,2024-04-24,TR,mobile,organic,B,premium_trial
866,2024-01-07,ZA,tablet,paid_ads,A,premium_trial
867,2024-01-03,CA,tablet,paid_ads,B,free
868,2024-04-20,TR,tablet,organic,B,free
869,2024-05-30,TR,tablet,social,B,trial
870,2024-04-16,UK,tablet,paid_ads,A,free
871,2024-01-18,EG,tablet,email,B,trial
872,2024-02-07,ES,web,referral,A,premium_trial
873,2024-04-24,ZA,tablet,paid_ads,A,premium_trial
874,2024-01-15,CA,web,organic,B,premium_trial
875,2024-04-28,BR,web,social,A,premium_trial
876,2024-01-28,US,tablet,referral,B,free
877,2024-02-08,IT,tablet,paid_ads,B,free
878,2024-01-17,CA,web,social,B,trial
879,2024-03-26,IN,web,social,B,trial
880,2024-05-05,MA,tablet,social,B,trial
881,2024-02-13,ZA,tablet,organic,A,trial
882,2024-01-25,ES,web,email,B,trial
883,2024-05-24,MA,web,social,A,premium_trial
884,2024-01-13,CA,web,referral,B,premium_trial
885,2024-01-25,CA,mobile,paid_ads,B,premium_trial
886,2024-03-08,IN,web,referral,B,trial
887,2024-05-17,TR,mobile,organic,A,premium_trial
888,2024-03-07,BR,tablet,organic,A,premium_trial
889,2024-04-18,AU,tablet,referral,A,premium_trial
890,2024-05-25,AU,web,email,A,premium_trial
891,2024-04-20,MA,tablet,organic,B,free
892,2024-04-20,CA,tablet,organic,B,trial
893,2024-02-03,IT,tablet,referral,A,trial
894,2024-04-20,UK,tablet,organic,A,free
895,2024-01-08,BR,mobile,email,A,premium_trial
896,2024-06-16,IT,mobile,email,B,premium_trial
897,2024-04-22,ID,web,email,A,premium_trial
898,2024-03-23,BR,web,paid_ads,A,trial
899,2024-02-11,ID,web,email,B,trial
900,2024-06-17,IT,tablet,email,A,trial
901,2024-04-10,EG,tablet,paid_ads,B,trial
902,2024-01-06,ES,mobile,social,B,trial
903,2024-06-28,TR,mobile,organic,B,free
904,2024-01-26,IT,web,email,B,trial
905,2024-03-04,DE,mobile,organic,B,premium_trial
906,2024-02-28,IT,mobile,referral,A,trial
907,2024-04-18,US,mobile,organic,A,free
908,2024-04-30,US,mobile,paid_ads,B,premium_trial
909,2024-02-02,MX,mobile,organic,B,free
910,2024-05-29,ID,web,organic,A,premium_trial
911,2024-01-21,DE,web,organic,A,trial
912,2024-03-10,TR,mobile,social,B,free
913,2024-04-21,DE,web,social,A,premium_trial
914,2024-01-04,UK,tablet,referral,A,trial
915,2024-04-03,DE,mobile,paid_ads,B,premium_trial
916,2024-03-15,UK,tablet,organic,A,free
917,2024-03-02,MX,web,organic,A,free
918,2024-04-03,MX,web,organic,A,free
919,2024-04-04,ES,tablet,organic,A,free
920,2024-05-31,AU,web,social,B,trial
921,2024-02-24,US,mobile,referral,A,premium_trial
922,2024-05-16,IT,tablet,email,B,trial
923,2024-05-10,IT,mobile,paid_ads,A,free
924,2024-01-31,ZA,tablet,organic,B,premium_trial
925,2024-02-09,ID,web,referral,B,free
926,2024-02-05,IN,tablet,email,A,trial
927,2024-05-31,IN,tablet,referral,B,trial
928,2024-01-06,FR,mobile,social,B,trial
929,2024-03-06,BR,web,email,B,premium_trial
930,2024-03-15,ES,mobile,referral,B,premium_trial
931,2024-01-04,FR,web,social,B,free
932,2024-03-19,FR,mobile,referral,A,premium_trial
933,2024-05-13,ZA,tablet,referral,B,premium_trial
934,2024-04-27,CA,mobile,email,B,trial
935,2024-04-22,ID,web,social,A,free
936,2024-04-03,CA,web,organic,A,trial
937,2024-06-27,MA,tablet,paid_ads,B,free
938,2024-03-02,ID,web,email,A,free
939,2024-03-19,FR,mobile,social,A,premium_trial
940,2024-05-15,DE,tablet,referral,A,trial
941,2024-01-26,BR,web,social,A,premium_trial
942,2024-06-27,AU,web,paid_ads,A,premium_trial
943,2024-06-21,ES,mobile,paid_ads,A,premium_trial
944,2024-02-13,ID,mobile,organic,B,free
945,2024-05-12,AU,tablet,organic,B,trial
946,2024-03-10,FR,web,paid_ads,A,trial
947,2024-06-02,TR,mobile,email,A,premium_trial
948,2024-04-27,EG,tablet,email,B,free
949,2024-03-08,IT,web,referral,A,trial
950,2024-01-19,BR,web,organic,B,trial
951,2024-01-20,CA,tablet,referral,A,premium_trial
952,2024-04-22,MA,tablet,organic,B,free
953,2024-05-19,IT,mobile,paid_ads,B,premium_trial
954,2024-02-16,AU,web,email,A,trial
955,2024-01-01,ID,web,email,A,free
956,2024-03-30,CA,web,paid_ads,A,premium_trial
957,2024-05-21,CA,tablet,referral,A,trial
958,2024-03-04,BR,mobile,referral,B,premium_trial
959,2024-02-07,CA,web,social,A,premium_trial
960,2024-02-06,AU,tablet,organic,B,premium_trial
961,2024-05-05,EG,web,referral,A,free
962,2024-05-18,MX,mobile,paid_ads,B,trial
963,2024-04-09,MA,web,referral,A,trial
964,2024-03-17,US,mobile,email,A,trial
965,2024-01-03,AU,mobile,organic,B,trial
966,2024-06-09,MX,web,social,A,free
967,2024-05-13,AU,web,organic,A,premium_trial
968,2024-06-26,US,mobile,email,A,trial
969,2024-01-10,IN,tablet,email,A,free
970,2024-01-05,TR,mobile,email,A,premium_trial
971,2024-05-30,IN,web,email,B,free
972,2024-05-17,CA,web,paid_ads,A,free
973,2024-06-20,ZA,tablet,social,B,trial
974,2024-05-09,ES,mobile,email,A,trial
975,2024-01-13,ES,mobile,email,A,premium_trial
976,2024-06-16,US,mobile,referral,B,premium_trial
977,2024-05-09,IT,web,social,B,trial
978,2024-03-24,BR,mobile,organic,B,free
979,2024-03-05,CA,tablet,social,B,trial
980,2024-03-03,BR,web,social,B,premium_trial
981,2024-04-10,MX,web,social,A,free
982,2024-03-13,ES,mobile,email,B,free
983,2024-01-17,DE,tablet,email,B,free
984,2024-01-09,MA,web,paid_ads,A,trial
985,2024-05-22,MX,web,organic,A,trial
986,2024-05-31,ZA,mobile,referral,B,premium_trial
987,2024-02-07,TR,mobile,social,B,free
988,2024-06-11,MA,tablet,organic,B,free
989,2024-04-03,EG,mobile,organic,A,trial
990,2024-04-04,MX,tablet,paid_ads,B,premium_trial
991,2024-02-18,US,web,referral,A,premium_trial
992,2024-03-09,EG,tablet,social,A,free
993,2024-03-02,UK,tablet,referral,A,trial
994,2024-06-26,MX,tablet,paid_ads,A,free
995,2024-03-18,EG,web,email,B,trial
996,2024-04-26,CA,mobile,organic,A,premium_trial
997,2024-04-29,MA,web,social,A,free
998,2024-05-16,FR,mobile,email,B,free
999,2024-06-10,FR,tablet,paid_ads,A,free
1000,2024-03-16,CA,tablet,referral,B,premium_trial
1001,2024-02-04,AU,tablet,organic,A,free
1002,2024-01-01,UK,tablet,social,B,premium_trial
1003,2024-02-09,TR,tablet,email,A,trial
1004,2024-03-04,UK,mobile,email,A,premium_trial
1005,2024-05-29,US,mobile,organic,B,trial
1006,2024-02-29,ES,tablet,referral,A,premium_trial
1007,2024-03-04,ZA,web,paid_ads,A,premium_trial
1008,2024-04-02,BR,web,referral,B,free
1009,2024-03-12,MA,tablet,referral,A,premium_trial
1010,2024-01-11,UK,mobile,referral,A,free
1011,2024-04-14,DE,web,organic,B,trial
1012,2024-01-14,US,web,organic,B,trial
1013,2024-02-29,IN,web,paid_ads,B,free
1014,2024-01-30,IT,tablet,referral,B,trial
1015,2024-02-04,IN,web,organic,B,premium_trial
1016,2024-06-13,TR,web,paid_ads,A,free
1017,2024-01-05,US,web,paid_ads,B,free
1018,2024-03-23,MA,web,referral,A,free
1019,2024-05-02,EG,mobile,social,B,trial
1020,2024-03-18,MX,tablet,referral,A,trial
1021,2024-06-02,BR,tablet,social,A,premium_trial
1022,2024-03-02,IT,mobile,paid_ads,B,premium_trial
1023,2024-05-11,IN,mobile,organic,A,free
1024,2024-03-29,AU,tablet,email,A,premium_trial
1025,2024-02-11,IT,web,paid_ads,B,trial
1026,2024-03-29,DE,web,organic,B,premium_trial
1027,2024-05-25,DE,tablet,paid_ads,B,trial
1028,2024-02-09,EG,web,referral,B,premium_trial
1029,2024-03-12,TR,mobile,social,A,trial
1030,2024-02-08,DE,web,paid_ads,A,trial
1031,2024-04-13,US,web,organic,A,premium_trial
1032,2024-01-14,BR,web,referral,A,premium_trial
1033,2024-02-01,MA,tablet,email,A,trial
1034,2024-06-27,EG,mobile,referral,A,free
1035,2024-05-04,US,web,social,B,premium_trial
1036,2024-06-14,FR,tablet,referral,A,trial
1037,2024-04-06,AU,web,email,A,premium_trial
1038,2024-01-23,MX,mobile,organic,A,premium_trial
1039,2024-03-03,ID,web,paid_ads,B,premium_trial
1040,2024-05-22,MX,mobile,social,B,premium_trial
1041,2024-06-01,DE,web,email,B,premium_trial
1042,2024-05-24,FR,mobile,social,B,free
1043,2024-02-22,UK,web,referral,A,free
1044,2024-04-13,UK,mobile,social,A,free
1045,2024-04-13,MA,web,email,A,trial
1046,2024-06-27,DE,web,paid_ads,B,free
1047,2024-02-08,IN,tablet,paid_ads,A,free
1048,2024-06-27,US,tablet,social,A,trial
1049,2024-05-13,DE,mobile,organic,A,free
1050,2024-03-07,ES,web,social,B,premium_trial
1051,2024-05-14,ZA,mobile,referral,B,free
1052,2024-06-27,IT,tablet,paid_ads,B,free
1053,2024-02-11,MA,mobile,paid_ads,A,free
1054,2024-01-15,ZA,mobile,paid_ads,A,premium_trial
1055,2024-04-20,MX,tablet,organic,A,premium_trial
1056,2024-06-05,UK,web,organic,A,premium_trial
1057,2024-02-02,AU,mobile,email,B,premium_trial
1058,2024-06-03,ZA,tablet,social,A,trial
1059,2024-06-12,CA,web,social,B,premium_trial
1060,2024-06-05,ZA,tablet,referral,A,premium_trial
1061,2024-02-07,ID,mobile,paid_ads,B,premium_trial
1062,2024-04-06,UK,web,organic,A,premium_trial
1063,2024-06-03,MA,web,referral,A,trial
1064,2024-02-02,MX,tablet,referral,B,free
1065,2024-03-26,MA,tablet,organic,B,free
1066,2024-03-06,IT,tablet,social,A,premium_trial
1067,2024-01-10,MX,web,paid_ads,A,premium_trial
1068,2024-01-05,TR,web,social,A,premium_trial
1069,2024-05-02,CA,mobile,referral,B,free
1070,2024-03-14,DE,web,paid_ads,A,free
1071,2024-04-06,TR,mobile,email,B,premium_trial
1072,2024-04-27,FR,tablet,referral,A,free
1073,2024-02-07,AU,tablet,social,A,trial
1074,2024-05-20,CA,web,social,A,premium_trial
1075,2024-06-07,ZA,tablet,social,A,premium_trial
1076,2024-02-16,MX,tablet,organic,B,trial
1077,2024-04-18,MX,web,referral,B,trial
1078,2024-06-28,ES,mobile,paid_ads,A,free
1079,2024-01-15,EG,web,social,A,trial
1080,2024-06-05,ES,mobile,social,A,premium_trial
1081,2024-05-15,BR,web,organic,B,free
1082,2024-01-05,ES,web,paid_ads,A,trial
1083,2024-06-05,US,tablet,referral,B,free
1084,2024-02-16,FR,web,email,B,free
1085,2024-03-08,TR,web,organic,B,free
1086,2024-03-16,IT,mobile,referral,B,free
1087,2024-06-21,TR,tablet,email,A,trial
1088,2024-05-09,TR,mobile,social,A,premium_trial
1089,2024-06-03,CA,mobile,social,B,premium_trial
1090,2024-04-04,MX,tablet,paid_ads,A,trial
1091,2024-04-24,BR,tablet,email,A,premium_trial
1092,2024-06-12,BR,tablet,social,A,free
1093,2024-02-05,IT,web,social,B,free
1094,2024-01-26,FR,tablet,paid_ads,A,free
1095,2024-02-12,CA,tablet,referral,A,trial
1096,2024-01-27,UK,tablet,social,A,free
1097,2024-03-09,MA,mobile,organic,A,free
1098,2024-05-27,ES,mobile,organic,A,trial
1099,2024-01-11,MA,web,referral,A,free
1100,2024-03-14,MA,mobile,email,A,free
1101,2024-04-13,DE,web,paid_ads,A,premium_trial
1102,2024-02-07,MA,mobile,organic,A,trial
1103,2024-05-13,BR,tablet,organic,A,free
1104,2024-01-23,ES,mobile,referral,B,free
1105,2024-02-16,ES,web,email,A,free
1106,2024-03-30,US,mobile,email,B,free
1107,2024-02-15,FR,tablet,referral,A,premium_trial
1108,2024-04-16,DE,web,organic,B,premium_trial
1109,2024-05-19,MA,tablet,paid_ads,B,premium_trial
1110,2024-05-20,EG,tablet,organic,A,premium_trial
1111,2024-04-13,UK,web,email,B,trial
1112,2024-04-20,TR,tablet,organic,B,free
1113,2024-04-13,MX,tablet,paid_ads,B,premium_trial
1114,2024-02-29,US,mobile,social,A,free
1115,2024-06-19,ES,tablet,organic,B,trial
1116,2024-04-09,ES,tablet,referral,B,free
1117,2024-03-08,IN,tablet,social,A,free
1118,2024-05-12,DE,tablet,referral,B,premium_trial
1119,2024-04-29,MA,web,referral,B,premium_trial
1120,2024-02-06,AU,mobile,referral,B,trial
1121,2024-03-12,DE,tablet,organic,A,free
1122,2024-05-06,IN,tablet,email,B,premium_trial
1123,2024-04-15,ID,web,social,A,premium_trial
1124,2024-04-01,TR,tablet,paid_ads,B,premium_trial
1125,2024-01-31,DE,web,email,B,trial
1126,2024-05-01,ES,mobile,organic,B,free
1127,2024-05-16,BR,mobile,referral,B,premium_trial
1128,2024-02-20,CA,tablet,paid_ads,A,free
1129,2024-01-29,ES,tablet,social,B,trial
1130,2024-02-09,US,tablet,email,A,free
1131,2024-02-10,FR,web,email,B,premium_trial
1132,2024-01-11,ID,tablet,paid_ads,A,free
1133,2024-05-30,IN,tablet,organic,B,free
1134,2024-01-01,UK,mobile,social,B,trial
1135,2024-02-15,MX,tablet,paid_ads,A,trial
1136,2024-04-10,UK,mobile,referral,A,free
1137,2024-05-28,AU,tablet,social,A,free
1138,2024-03-30,ES,mobile,email,A,free
1139,2024-04-19,US,tablet,paid_ads,B,trial
1140,2024-06-12,MA,mobile,email,A,trial
1141,2024-02-26,ES,web,email,A,free
1142,2024-01-01,FR,mobile,email,A,trial
1143,2024-03-03,BR,mobile,organic,B,premium_trial
1144,2024-02-24,TR,mobile,email,B,trial
